year,category1,category2,1,2,3,4,5
2018,agedu,eldhigh,1.8,20.4,34.6,38.1,5.1
2018,agedu,eldcol,2.1,15.5,30.9,45.5,6.1
2020,total,total,4.1,18.4,32,38,7.4
2020,geog,urban,4,17.8,32.1,38.5,7.6
2020,geog,rural,4.9,21.2,31.5,35.8,6.6
2020,gender,male,5.1,19.8,34.1,35,6.2
2020,gender,female,3.3,17,30.1,41,8.7
2020,residence,indiv,5.2,20.9,32.6,34.9,6.4
2020,residence,apt,3.7,17.5,31.4,39.5,7.9
2020,residence,other,3.8,17.1,33.3,38.2,7.6
2020,age,teen,-,-,-,-,-
2020,age,teens,9.2,22,31.1,30.3,7.4
2020,age,twenties,5.8,20.2,33.9,32.9,7.3
2020,age,thirties,3.8,17.6,31,39.2,8.4
2020,age,forties,2.7,15.4,29.3,43.2,9.4
2020,age,fifties,3,16.1,32.5,40.6,7.8
2020,age,sixties,3.9,20.5,33.5,36.8,5.3
2020,age,elder,4,22,34.2,35.3,4.5
2020,educ,elem,5.3,22.8,34.6,32.4,4.8
2020,educ,midsc,5.7,19.9,34.4,34.6,5.5
2020,educ,highsc,4.5,17.6,34.1,36.6,7.2
2020,educ,college,2.9,17.2,28.5,42.2,9.1
2020,marital,unmarried,6,20.2,32.8,33.5,7.5
2020,marital,married,3.2,16.9,31.1,41,7.8
2020,marital,dead,4.6,22,34.2,34.3,4.9
2020,marital,divorced,3.1,18.8,34.4,36.8,6.9
2020,econ,work,3.6,18,31.5,39.3,7.6
2020,econ,nowork,4.8,18.9,32.7,36.4,7.2
2020,indust,agriff,6.5,21.7,27.8,38.5,5.5
2020,indust,mining,4,18.1,34.4,37.5,6
2020,indust,socap,3.3,17.7,31.1,39.7,8.1
2020,job,profm,3.1,17.2,26.8,42.9,10
2020,job,clerk,2.8,16.8,29.5,42.3,8.6
2020,job,service,3.6,18.5,32.1,37.8,8
2020,job,farmf,6.6,21.6,27.3,38.9,5.6
2020,job,funct,4,18.3,36.3,36,5.4
2020,empstat,employee,3.6,17.5,31.5,39.6,7.9
2020,empstat,employer,3.5,19.2,33.1,37.6,6.7
2020,empstat,selfemp,3.5,19.3,31.2,38.6,7.4
2020,satisf,satisfied,5.5,20.7,28.6,37.8,7.5
2020,satisf,soso,3.1,17,35.7,37.4,6.8
2020,satisf,unsatis,3.3,15.6,30.7,40.9,9.5
2020,hhinc,belhund,4.5,21.7,35.2,33.7,4.9
2020,hhinc,hund,4.4,19,32.8,36.8,6.9
2020,hhinc,twhund,4.1,18.9,34.1,35.7,7.2
2020,hhinc,thhund,4.3,17.4,32.3,38.5,7.6
2020,hhinc,fohund,3.7,16.6,31.1,40.7,7.9
2020,hhinc,fvhund,4,17.8,29.9,40.1,8.2
2020,hhinc,sxhund,4,17.7,28.4,40.9,9.1
2020,agend,teenm,-,-,-,-,-
2020,agend,teenf,-,-,-,-,-
2020,agend,teensm,13.1,23,32.9,26,4.9
2020,agend,teensf,5.1,21,29.2,34.8,9.9
2020,agend,twentm,7.5,22.2,36.6,27.9,5.8
2020,agend,twentf,4,18.1,31,38.1,8.8
2020,agend,thirtm,5.1,19.6,33.6,35.6,6.1
2020,agend,thirtf,2.4,15.4,28,43.2,10.9
2020,agend,fortm,3.1,18,32.9,38.1,7.9
2020,agend,fortf,2.2,12.8,25.5,48.5,11
2020,agend,fiftm,3.3,16.9,33.2,39.9,6.7
2020,agend,fiftf,2.6,15.2,31.8,41.4,8.9
2020,agend,sixm,3.9,21,34.7,35.5,5
2020,agend,sixf,3.9,20.2,32.5,37.9,5.6
2020,agend,eldm,4.2,22.1,35,34.7,4.1
2020,agend,eldf,3.8,22,33.6,35.7,4.9
2020,agedu,twmid,5.5,19.1,42,18.6,14.8
2020,agedu,twhigh,7.3,19.5,36.1,30.5,6.6
2020,agedu,twcol,4.2,21,31.3,35.8,7.8
2020,agedu,thmid,6.7,21.6,44.3,19.7,7.6
2020,agedu,thhigh,4.5,15.3,35.4,36.9,7.9
2020,agedu,thcol,3.4,18.4,28.7,40.8,8.6
2020,agedu,frtmid,2.5,23.3,36.3,31.7,6.2
2020,agedu,frthigh,3.1,15.2,33.5,39.5,8.6
2020,agedu,frtcol,2.3,15.2,26.1,46.2,10.2
2020,agedu,fifmid,3.6,16.5,36.8,37.4,5.7
2020,agedu,fifhigh,3.2,16.9,34.9,38.4,6.7
2020,agedu,fifcol,2.4,14.8,27.4,45.2,10.3
2020,agedu,sxmid,4.5,22.4,34.4,34.6,4.2
2020,agedu,sxhigh,3.6,18.8,32.5,38.6,6.5
2020,agedu,sxcol,2,16.7,31.8,42,7.6
2020,agedu,eldmid,4.3,23.7,34.7,33.4,3.9
2020,agedu,eldhigh,3.8,19.7,33,38.1,5.5
2020,agedu,eldcol,2.6,17.2,33.5,40.2,6.4
